videoId,trackKey,trackId,pedestrianId,firstOffsetSeconds,lastOffsetSeconds,bestOffsetSeconds,firstObservedAt,lastObservedAt,firstTimestamp,lastTimestamp,bestTimestamp,sampleCount,roiQualifiedSampleCount,maxOcclusionClass,thumbnailPath,previewPath,appearanceSummary
2444a2e4,2444a2e4:480,8df8a5c5,480,180.0,182.8,180.0,2025-01-23T11:26:02,2025-01-23T11:26:04,11:26:02 AM,11:26:04 AM,11:26:02 AM,4,4,0,storage/videos/processed/2444a2e4/tracks/track-480.jpg,,"Representative crop suggests head region appears gray, upper clothing appears blue, lower clothing appears blue. Visibility shows light occlusion."
2444a2e4,2444a2e4:481,cbfd04f0,481,180.13,205.26,203.33,2025-01-23T11:26:02,2025-01-23T11:26:27,11:26:02 AM,11:26:27 AM,11:26:25 AM,26,23,2,storage/videos/processed/2444a2e4/tracks/track-481.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears blue. Visibility shows light occlusion."
2444a2e4,2444a2e4:487,a1d3d3ec,487,181.0,182.93,182.66,2025-01-23T11:26:03,2025-01-23T11:26:04,11:26:03 AM,11:26:04 AM,11:26:04 AM,3,3,0,storage/videos/processed/2444a2e4/tracks/track-487.jpg,,"Representative crop suggests head region appears gray, upper clothing appears blue, lower clothing appears gray. Visibility shows light occlusion."
2444a2e4,2444a2e4:491,2c9261b9,491,181.4,187.26,182.13,2025-01-23T11:26:03,2025-01-23T11:26:09,11:26:03 AM,11:26:09 AM,11:26:04 AM,7,7,0,storage/videos/processed/2444a2e4/tracks/track-491.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears gray. Visibility shows light occlusion."
2444a2e4,2444a2e4:494,14fd34a3,494,181.8,183.6,183.46,2025-01-23T11:26:03,2025-01-23T11:26:05,11:26:03 AM,11:26:05 AM,11:26:05 AM,3,3,0,storage/videos/processed/2444a2e4/tracks/track-494.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears blue. Visibility shows light occlusion."
2444a2e4,2444a2e4:498,6e04921f,498,182.0,183.93,182.26,2025-01-23T11:26:04,2025-01-23T11:26:05,11:26:04 AM,11:26:05 AM,11:26:04 AM,3,3,0,storage/videos/processed/2444a2e4/tracks/track-498.jpg,,"Representative crop suggests head region appears gray, upper clothing appears blue, lower clothing appears blue. Visibility shows light occlusion."
2444a2e4,2444a2e4:500,e66e12ec,500,183.0,207.06,184.73,2025-01-23T11:26:05,2025-01-23T11:26:29,11:26:05 AM,11:26:29 AM,11:26:06 AM,26,24,2,storage/videos/processed/2444a2e4/tracks/track-500.jpg,,"Representative crop suggests head region appears gray, upper clothing appears black, lower clothing appears gray. Visibility shows heavy occlusion."
2444a2e4,2444a2e4:506,54cb3c59,506,183.26,190.73,189.2,2025-01-23T11:26:05,2025-01-23T11:26:12,11:26:05 AM,11:26:12 AM,11:26:11 AM,8,8,0,storage/videos/processed/2444a2e4/tracks/track-506.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears gray. Visibility shows light occlusion."
2444a2e4,2444a2e4:509,8b7f7d1b,509,183.73,186.86,185.06,2025-01-23T11:26:05,2025-01-23T11:26:08,11:26:05 AM,11:26:08 AM,11:26:07 AM,4,4,0,storage/videos/processed/2444a2e4/tracks/track-509.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears gray. Visibility shows light occlusion."
2444a2e4,2444a2e4:511,76c0a3d0,511,187.2,187.2,187.2,2025-01-23T11:26:09,2025-01-23T11:26:09,11:26:09 AM,11:26:09 AM,11:26:09 AM,1,1,0,storage/videos/processed/2444a2e4/tracks/track-511.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears gray. Visibility shows light occlusion."
