videoId,trackKey,trackId,pedestrianId,offsetSeconds,videoTime,observedAt,clockTime,xNorm,yNorm,occlusionClass,occlusionLabel,insideROI
cddc3f69,cddc3f69:15,32941aa9,15,5,00:00:05,2025-01-23T13:00:05,13:00:05,0.061458,0.987037,2,heavy occlusion,false
cddc3f69,cddc3f69:16,cd866f28,16,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.764323,0.900926,2,heavy occlusion,false
cddc3f69,cddc3f69:16,cd866f28,16,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.928385,0.866667,2,heavy occlusion,false
cddc3f69,cddc3f69:17,fef7bb91,17,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.572917,0.887963,1,moderate occlusion,false
cddc3f69,cddc3f69:23,08b20325,23,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.89401,0.996296,2,heavy occlusion,false
cddc3f69,cddc3f69:28,0a24e2f0,28,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.83125,0.814815,2,heavy occlusion,false
cddc3f69,cddc3f69:29,ed316a91,29,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.640885,0.975,2,heavy occlusion,false
cddc3f69,cddc3f69:29,ed316a91,29,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.613542,0.960185,2,heavy occlusion,false
cddc3f69,cddc3f69:30,84f35bd0,30,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.670833,0.952778,2,heavy occlusion,false
cddc3f69,cddc3f69:31,76363a6b,31,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.604948,0.878704,2,heavy occlusion,false
cddc3f69,cddc3f69:36,83ae99d8,36,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.903125,0.996296,2,heavy occlusion,false
cddc3f69,cddc3f69:39,1c6b811e,39,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.351302,1.0,2,heavy occlusion,false
cddc3f69,cddc3f69:43,66d102a1,43,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.275781,0.946296,2,heavy occlusion,true
cddc3f69,cddc3f69:45,109381d6,45,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.331771,0.864815,2,heavy occlusion,true
cddc3f69,cddc3f69:50,f8a27e78,50,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.876302,0.874074,2,heavy occlusion,false
cddc3f69,cddc3f69:61,661a1df4,61,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.923958,0.99537,2,heavy occlusion,false
cddc3f69,cddc3f69:62,45ed239a,62,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.202344,0.994444,2,heavy occlusion,true
cddc3f69,cddc3f69:62,45ed239a,62,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.06276,1.0,2,heavy occlusion,false
cddc3f69,cddc3f69:63,3e35aa5d,63,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.146615,0.749074,1,moderate occlusion,true
cddc3f69,cddc3f69:63,3e35aa5d,63,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.183854,0.747222,2,heavy occlusion,true
cddc3f69,cddc3f69:65,aab33fa9,65,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.181771,0.82037,1,moderate occlusion,true
cddc3f69,cddc3f69:65,aab33fa9,65,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.290104,0.7,2,heavy occlusion,true
cddc3f69,cddc3f69:65,aab33fa9,65,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.477604,0.724074,1,moderate occlusion,false
cddc3f69,cddc3f69:65,aab33fa9,65,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.46849,0.725,1,moderate occlusion,false
cddc3f69,cddc3f69:74,dd5ca983,74,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.119531,0.827778,1,moderate occlusion,false
cddc3f69,cddc3f69:74,dd5ca983,74,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.152604,0.789815,2,heavy occlusion,true
cddc3f69,cddc3f69:77,9d40473d,77,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.073958,0.983333,1,moderate occlusion,false
cddc3f69,cddc3f69:77,9d40473d,77,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.161458,0.998148,1,moderate occlusion,false
cddc3f69,cddc3f69:77,9d40473d,77,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.342969,0.963889,1,moderate occlusion,true
cddc3f69,cddc3f69:77,9d40473d,77,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.251823,0.99537,1,moderate occlusion,true
cddc3f69,cddc3f69:78,76d21c13,78,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.636458,0.968519,2,heavy occlusion,false
cddc3f69,cddc3f69:79,be0eed21,79,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.614323,0.830556,2,heavy occlusion,false
cddc3f69,cddc3f69:79,be0eed21,79,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.744271,0.92963,2,heavy occlusion,false
cddc3f69,cddc3f69:79,be0eed21,79,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.958594,0.987963,2,heavy occlusion,false
cddc3f69,cddc3f69:80,acb0bc70,80,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.349219,0.971296,0,light occlusion,true
cddc3f69,cddc3f69:80,acb0bc70,80,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.44401,0.932407,2,heavy occlusion,false
cddc3f69,cddc3f69:80,acb0bc70,80,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.488021,0.971296,1,moderate occlusion,false
cddc3f69,cddc3f69:85,9f1244f9,85,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.964844,0.987963,2,heavy occlusion,false
cddc3f69,cddc3f69:85,9f1244f9,85,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.970833,0.988889,2,heavy occlusion,false
cddc3f69,cddc3f69:87,0021aa0b,87,0,00:00:00,2025-01-23T13:00:00,13:00:00,0.639844,0.974074,1,moderate occlusion,false
cddc3f69,cddc3f69:87,0021aa0b,87,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.64401,0.988889,2,heavy occlusion,false
cddc3f69,cddc3f69:90,ea250077,90,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.80026,0.784259,2,heavy occlusion,false
cddc3f69,cddc3f69:91,bb3a1be0,91,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.34974,0.941667,1,moderate occlusion,true
cddc3f69,cddc3f69:94,5d22d5fc,94,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.086458,0.92963,2,heavy occlusion,false
cddc3f69,cddc3f69:94,5d22d5fc,94,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.254948,0.996296,1,moderate occlusion,false
cddc3f69,cddc3f69:94,5d22d5fc,94,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.047656,0.996296,2,heavy occlusion,false
cddc3f69,cddc3f69:98,73ca3946,98,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.632812,0.985185,1,moderate occlusion,false
cddc3f69,cddc3f69:101,a5b280cc,101,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.621875,0.97963,1,moderate occlusion,false
cddc3f69,cddc3f69:108,dd2fcab2,108,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.190885,0.731481,2,heavy occlusion,true
cddc3f69,cddc3f69:113,145ebf19,113,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.214062,0.821296,2,heavy occlusion,true
cddc3f69,cddc3f69:113,145ebf19,113,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.401042,0.821296,0,light occlusion,false
cddc3f69,cddc3f69:113,145ebf19,113,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.05599,0.989815,0,light occlusion,false
cddc3f69,cddc3f69:113,145ebf19,113,4,00:00:04,2025-01-23T13:00:04,13:00:04,0.035156,0.99537,0,light occlusion,false
cddc3f69,cddc3f69:115,e917805b,115,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.285677,0.973148,2,heavy occlusion,true
cddc3f69,cddc3f69:124,846c7ac3,124,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.092448,0.980556,2,heavy occlusion,false
cddc3f69,cddc3f69:126,ea08e7c1,126,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.530469,0.884259,1,moderate occlusion,false
cddc3f69,cddc3f69:127,d87d19c2,127,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.560937,0.958333,1,moderate occlusion,false
cddc3f69,cddc3f69:128,efcd28db,128,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.936979,0.987037,2,heavy occlusion,false
cddc3f69,cddc3f69:138,dcae47a1,138,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.571354,0.966667,1,moderate occlusion,false
cddc3f69,cddc3f69:141,42327215,141,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.077344,0.994444,2,heavy occlusion,false
cddc3f69,cddc3f69:141,42327215,141,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.197396,0.999074,1,moderate occlusion,false
cddc3f69,cddc3f69:144,30dfffd0,144,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.633854,0.996296,2,heavy occlusion,false
cddc3f69,cddc3f69:156,5ba539dd,156,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.138021,0.900926,2,heavy occlusion,false
cddc3f69,cddc3f69:156,5ba539dd,156,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.248177,0.994444,1,moderate occlusion,true
cddc3f69,cddc3f69:157,85594f7a,157,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.88724,0.99537,2,heavy occlusion,false
cddc3f69,cddc3f69:157,85594f7a,157,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.961198,0.998148,2,heavy occlusion,false
cddc3f69,cddc3f69:158,4615f888,158,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.963802,0.998148,2,heavy occlusion,false
cddc3f69,cddc3f69:166,84d82724,166,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.651823,0.999074,2,heavy occlusion,false
cddc3f69,cddc3f69:167,342d464e,167,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.575,0.737963,2,heavy occlusion,false
cddc3f69,cddc3f69:169,a96b8514,169,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.141667,0.827778,2,heavy occlusion,true
cddc3f69,cddc3f69:173,f18551f2,173,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.078646,1.0,2,heavy occlusion,false
cddc3f69,cddc3f69:176,8960f9fe,176,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.746354,0.989815,1,moderate occlusion,false
cddc3f69,cddc3f69:177,14299a95,177,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.252865,0.705556,2,heavy occlusion,true
cddc3f69,cddc3f69:177,14299a95,177,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.442188,0.731481,0,light occlusion,false
cddc3f69,cddc3f69:177,14299a95,177,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.460677,0.72963,1,moderate occlusion,false
cddc3f69,cddc3f69:181,5141b0ec,181,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.5875,0.95,1,moderate occlusion,false
cddc3f69,cddc3f69:184,d27ef1f1,184,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.713281,0.987963,2,heavy occlusion,false
cddc3f69,cddc3f69:184,d27ef1f1,184,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.883073,1.0,2,heavy occlusion,false
cddc3f69,cddc3f69:186,72de87e8,186,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.317448,0.961111,1,moderate occlusion,true
cddc3f69,cddc3f69:195,fe8078c8,195,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.604427,0.938889,0,light occlusion,false
cddc3f69,cddc3f69:198,32d47aa2,198,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.183073,0.759259,2,heavy occlusion,true
cddc3f69,cddc3f69:212,79791650,212,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.614323,0.95,0,light occlusion,false
cddc3f69,cddc3f69:215,ed85417f,215,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.367708,0.925926,1,moderate occlusion,true
cddc3f69,cddc3f69:215,ed85417f,215,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.379167,0.936111,0,light occlusion,true
cddc3f69,cddc3f69:219,424089fb,219,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.048958,0.999074,2,heavy occlusion,false
cddc3f69,cddc3f69:220,2207a262,220,1,00:00:01,2025-01-23T13:00:01,13:00:01,0.835417,0.973148,2,heavy occlusion,false
cddc3f69,cddc3f69:220,2207a262,220,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.97526,0.862037,2,heavy occlusion,false
cddc3f69,cddc3f69:243,6c5aaf59,243,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.73125,0.963889,2,heavy occlusion,false
cddc3f69,cddc3f69:247,dfca9f26,247,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.957812,0.997222,2,heavy occlusion,false
cddc3f69,cddc3f69:249,b078c19e,249,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.410417,0.933333,1,moderate occlusion,false
cddc3f69,cddc3f69:252,2b83fca6,252,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.916667,0.999074,2,heavy occlusion,false
cddc3f69,cddc3f69:252,2b83fca6,252,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.940104,0.983333,2,heavy occlusion,false
cddc3f69,cddc3f69:261,f0a462eb,261,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.426823,0.963889,1,moderate occlusion,false
cddc3f69,cddc3f69:263,b728b7dc,263,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.816927,0.998148,2,heavy occlusion,false
cddc3f69,cddc3f69:267,6a47ef48,267,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.377083,0.707407,1,moderate occlusion,false
cddc3f69,cddc3f69:268,63386185,268,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.71849,0.942593,2,heavy occlusion,false
cddc3f69,cddc3f69:276,9ee57208,276,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.575781,0.990741,1,moderate occlusion,false
cddc3f69,cddc3f69:277,c28809f9,277,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.826823,0.989815,2,heavy occlusion,false
cddc3f69,cddc3f69:288,7c460bd8,288,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.971354,0.985185,2,heavy occlusion,false
cddc3f69,cddc3f69:293,72184598,293,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.219271,0.996296,1,moderate occlusion,false
cddc3f69,cddc3f69:296,9f1ba2f9,296,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.61224,0.975926,1,moderate occlusion,false
cddc3f69,cddc3f69:303,241d04dc,303,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.420573,0.725926,1,moderate occlusion,false
cddc3f69,cddc3f69:303,241d04dc,303,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.149479,0.824074,2,heavy occlusion,true
cddc3f69,cddc3f69:303,241d04dc,303,4,00:00:04,2025-01-23T13:00:04,13:00:04,0.026042,0.861111,1,moderate occlusion,false
cddc3f69,cddc3f69:309,06e5fb39,309,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.634375,0.994444,0,light occlusion,false
cddc3f69,cddc3f69:309,06e5fb39,309,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.644271,0.981481,1,moderate occlusion,false
cddc3f69,cddc3f69:311,a7f5e0a5,311,2,00:00:02,2025-01-23T13:00:02,13:00:02,0.477083,0.725926,1,moderate occlusion,false
cddc3f69,cddc3f69:311,a7f5e0a5,311,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.483333,0.712037,0,light occlusion,false
cddc3f69,cddc3f69:312,7a5b0ae5,312,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.055729,0.989815,2,heavy occlusion,false
cddc3f69,cddc3f69:323,c7f8312d,323,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.967448,0.925926,2,heavy occlusion,false
cddc3f69,cddc3f69:324,305cf4d1,324,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.554427,0.994444,1,moderate occlusion,false
cddc3f69,cddc3f69:330,1b89ae83,330,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.257031,0.999074,1,moderate occlusion,false
cddc3f69,cddc3f69:333,4b2390e8,333,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.64974,0.978704,1,moderate occlusion,false
cddc3f69,cddc3f69:334,8506ac02,334,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.21276,0.769444,1,moderate occlusion,true
cddc3f69,cddc3f69:334,8506ac02,334,4,00:00:04,2025-01-23T13:00:04,13:00:04,0.048438,0.788889,2,heavy occlusion,false
cddc3f69,cddc3f69:338,4d96020f,338,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.945312,0.993519,1,moderate occlusion,false
cddc3f69,cddc3f69:340,6eb6a17c,340,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.533594,0.997222,1,moderate occlusion,false
cddc3f69,cddc3f69:341,18a9e16d,341,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.624479,0.987037,1,moderate occlusion,false
cddc3f69,cddc3f69:342,bd564e29,342,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.873177,0.69537,2,heavy occlusion,false
cddc3f69,cddc3f69:343,be55c81e,343,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.942969,0.991667,1,moderate occlusion,false
cddc3f69,cddc3f69:348,7b071924,348,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.476562,0.725,0,light occlusion,false
cddc3f69,cddc3f69:349,cb6857dc,349,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.1125,0.825,1,moderate occlusion,false
cddc3f69,cddc3f69:349,cb6857dc,349,4,00:00:04,2025-01-23T13:00:04,13:00:04,0.020313,0.85,2,heavy occlusion,false
cddc3f69,cddc3f69:351,407c033f,351,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.316146,1.0,1,moderate occlusion,false
cddc3f69,cddc3f69:355,2d6bcc4d,355,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.690365,0.972222,1,moderate occlusion,false
cddc3f69,cddc3f69:355,2d6bcc4d,355,4,00:00:04,2025-01-23T13:00:04,13:00:04,0.286979,0.914815,2,heavy occlusion,true
cddc3f69,cddc3f69:356,7a1c55cb,356,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.061458,0.997222,2,heavy occlusion,false
cddc3f69,cddc3f69:357,46fa80c3,357,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.282552,0.99537,1,moderate occlusion,false
cddc3f69,cddc3f69:361,dada7a08,361,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.49375,0.994444,1,moderate occlusion,false
cddc3f69,cddc3f69:366,2db5f381,366,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.051562,0.99537,1,moderate occlusion,false
cddc3f69,cddc3f69:370,4fa4d2a4,370,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.790885,0.997222,1,moderate occlusion,false
cddc3f69,cddc3f69:370,4fa4d2a4,370,4,00:00:04,2025-01-23T13:00:04,13:00:04,0.28099,0.997222,1,moderate occlusion,false
cddc3f69,cddc3f69:370,4fa4d2a4,370,5,00:00:05,2025-01-23T13:00:05,13:00:05,0.069531,0.993519,2,heavy occlusion,false
cddc3f69,cddc3f69:375,2755025f,375,3,00:00:03,2025-01-23T13:00:03,13:00:03,0.970052,1.0,2,heavy occlusion,false
cddc3f69,cddc3f69:398,dbc8632a,398,4,00:00:04,2025-01-23T13:00:04,13:00:04,0.542708,0.932407,2,heavy occlusion,false
cddc3f69,cddc3f69:398,dbc8632a,398,5,00:00:05,2025-01-23T13:00:05,13:00:05,0.352344,0.999074,2,heavy occlusion,false
cddc3f69,cddc3f69:398,dbc8632a,398,6,00:00:06,2025-01-23T13:00:06,13:00:06,0.343229,0.974074,2,heavy occlusion,true
cddc3f69,cddc3f69:398,dbc8632a,398,7,00:00:07,2025-01-23T13:00:07,13:00:07,0.211979,0.967593,2,heavy occlusion,true
cddc3f69,cddc3f69:398,dbc8632a,398,8,00:00:08,2025-01-23T13:00:08,13:00:08,0.076563,0.994444,2,heavy occlusion,false
cddc3f69,cddc3f69:401,98709306,401,4,00:00:04,2025-01-23T13:00:04,13:00:04,0.382812,0.99537,2,heavy occlusion,false
cddc3f69,cddc3f69:401,98709306,401,5,00:00:05,2025-01-23T13:00:05,13:00:05,0.172396,0.998148,1,moderate occlusion,false
cddc3f69,cddc3f69:401,98709306,401,6,00:00:06,2025-01-23T13:00:06,13:00:06,0.0875,0.997222,2,heavy occlusion,false
cddc3f69,cddc3f69:405,c0680122,405,4,00:00:04,2025-01-23T13:00:04,13:00:04,0.514323,0.990741,2,heavy occlusion,false
cddc3f69,cddc3f69:405,c0680122,405,5,00:00:05,2025-01-23T13:00:05,13:00:05,0.485156,0.973148,2,heavy occlusion,false
cddc3f69,cddc3f69:413,99c263e3,413,4,00:00:04,2025-01-23T13:00:04,13:00:04,0.554167,0.993519,1,moderate occlusion,false
cddc3f69,cddc3f69:419,b7e998ba,419,4,00:00:04,2025-01-23T13:00:04,13:00:04,0.904427,1.0,2,heavy occlusion,false
cddc3f69,cddc3f69:421,05d939c7,421,4,00:00:04,2025-01-23T13:00:04,13:00:04,0.697656,0.988889,2,heavy occlusion,false
cddc3f69,cddc3f69:424,ee47d408,424,4,00:00:04,2025-01-23T13:00:04,13:00:04,0.490104,0.996296,2,heavy occlusion,false
cddc3f69,cddc3f69:426,3816eaa3,426,4,00:00:04,2025-01-23T13:00:04,13:00:04,0.058073,0.994444,2,heavy occlusion,false
cddc3f69,cddc3f69:428,7a41513e,428,4,00:00:04,2025-01-23T13:00:04,13:00:04,0.721354,0.999074,2,heavy occlusion,false
cddc3f69,cddc3f69:428,7a41513e,428,5,00:00:05,2025-01-23T13:00:05,13:00:05,0.844792,0.997222,2,heavy occlusion,false
cddc3f69,cddc3f69:428,7a41513e,428,6,00:00:06,2025-01-23T13:00:06,13:00:06,0.905469,0.999074,1,moderate occlusion,false
cddc3f69,cddc3f69:431,ab5abba1,431,4,00:00:04,2025-01-23T13:00:04,13:00:04,0.607031,0.992593,2,heavy occlusion,false
cddc3f69,cddc3f69:431,ab5abba1,431,5,00:00:05,2025-01-23T13:00:05,13:00:05,0.40026,0.994444,1,moderate occlusion,false
cddc3f69,cddc3f69:431,ab5abba1,431,6,00:00:06,2025-01-23T13:00:06,13:00:06,0.244271,0.99537,1,moderate occlusion,true
cddc3f69,cddc3f69:431,ab5abba1,431,7,00:00:07,2025-01-23T13:00:07,13:00:07,0.097656,0.997222,1,moderate occlusion,false
